mkname,mk001,mk002,mk003,mk004,mk005,mk006,mk007,mk008,mk009,mk010,mk011,mk012,mk013,mk014,mk015,mk016,mk017,mk018,mk019,mk020,mk021,mk022,mk023,mk024,mk025,mk026,mk027,mk028,mk029,mk030,mk031,mk032,mk033,mk034,mk035,mk036,mk037,mk038,mk039,mk040,mk041,mk042,mk043,mk044,mk045,mk046,mk047,mk048,mk049,mk050,mk051,mk052,mk053,mk054,mk055,mk056,mk057,mk058,mk059,mk060,mk061,mk062,mk063,mk064,mk065,mk066,mk067,mk068,mk069,mk070,mk071,mk072,mk073,mk074,mk075,mk076,mk077,mk078,mk079,mk080,mk081,mk082,mk083,mk084,mk085,mk086,mk087,mk088,mk089,mk090,mk091,mk092,mk093,mk094,mk095,mk096,mk097,mk098,mk099,mk100,mk101,mk102,mk103,mk104,mk105,mk106,mk107,mk108,mk109,mk110,mk111,mk112,mk113,mk114,mk115,mk116,mk117,mk118,mk119,mk120,mk121,mk122
G104,-1,-1,0,0,0,0,0.083717291,0,0,0,1,1,0.978855736,1,0.989992805,1,1,-0.005425595,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.969142937,-1,-1,-1,-0.637628152,-1,-1,-1,-0.988689355,-1,-1,1,0.979616645,1,0,0,0.022729159,0.039166683,0,0,0,0,-0.006436222,0,0,1,1,1,1,1,1,1,0.963039849,1,0.802473191,0,0,1,1,0.92121836,0.934741986,1,1,1,1,1,1,-1,1,1,1,0.95441315,1,1,1,1,0,0,1,1,1,1,1,0,0.023113366,-0.026054243,0,0,0,-1,-1,0,0,0.016792915,0,1,1,0.989491652,1,1,1,0,0,0,0,-0.016025433,1,1,0,0,0,0
G105,0,0.041558026,0,0,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.005521206,1,0,-1,0,0.014415576,0,0,0,1,0.270978058,0.117199426,0,-0.028891788,0,1,0,0,0,0,0,-0.011138434,0,-1,-1,-1,0,0,0,0.022729159,0.039166683,0,0,0,0,-0.006436222,0,-1,-0.070553026,1,1,1,1,0,-0.607535263,-1,-0.992213758,-1,-1,-1,0,0,0.645045378,0.735074778,1,1,1,0,0,0,0,-1,-1,-1,-1,0,0,0,1,1,1,-1,-0.392835405,0,-0.418088587,-0.588870078,-1,-1,-0.972849487,-1,-1,-1,0,0,0,0,0.016792915,0,-1,-1,0,-0.006724019,0,1,1,0,0,0,-0.031163225,0,0,0,-1,-1,-1
G106,0,0.183638609,1,1,0,0,0.698838321,1,1,1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.141041771,-0.672471818,-1,-1,1,0,0,0,-0.011138434,0,-1,0,0.019241721,0,1,0,0,0.018051003,0,0,-1,-1,-0.977181565,-0.94745264,-1,-0.129220912,0,0,0,0,1,1,0.963039849,1,0.802473191,0,-1,1,1,1,0.992177354,1,0.988672282,1,0,0,0,0,0,-1,-1,0.022405014,0,0,0,0,0,0,1,1,-1,-0.548341289,-0.348198252,0,0.022908279,-0.043943009,-0.01920006,0,1,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,-1,-1,-1,-0.553144343,-0.223022431,0,0.306832637,1,1,1
G107,0,0.041558026,0,-1,-1,-1,-0.198602109,0,0,0,0,0,0.020692952,0,0.007072858,-0.578278707,-1,-0.634980915,1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-0.969142937,-1,0,0,0,-1,-1,-1,-0.988689355,-1,0,1,0.841815015,0,0,0,1,0.981399239,1,1,0,0,-0.006436222,0,0,-0.767086215,-1,-1,-1,0,0,-0.607535263,-1,-0.992213758,-1,-1,-1,0,0,0,0.007539966,-0.048635856,-0.004189448,0,0,0,1,0,0,1,1,0.95441315,1,1,0,0,0,0,-1,-0.812561326,-1,-0.954253362,-1,-1,-1,-0.952120745,-0.942724568,-1,-1,1,1,1,0,0.016792915,0,1,0.99531342,1,1,1,1,0,0,-1,-1,-0.96778679,-1,-1,0,0,-1,0
G108,1,0.953974135,1,1,1,1,0.902443125,1,1,1,1,1,0.978855736,1,0.989992805,1,1,1,1,1,1,1,0.144537843,0,0,-1,-1,-1,-1,-1,-0.969142937,-1,-1,-1,0,0,0,0,-0.011138434,0,1,-1,-1,-1,0,1,1,0.254285514,0,0,0,0,-0.006436222,0,0,1,1,1,1,1,0,-0.607535263,-1,-0.992213758,-1,-1,-1,1,1,1,0.992177354,1,-1,0,0,0,0,0,0,0,1,0.628187495,0,1,0,0,0,1,0,-0.154859568,0,1,0,0,0.023136423,-0.024043024,0.516208426,1,1,0,0,-1,-1,-1,-1,0,0,0,-0.006724019,0,0,0,1,1,0,-0.026720112,0.568450911,1,1,1,0,0
G109,1,0.799809169,0,1,1,1,0.902443125,1,1,1,1,0,0.020692952,0,0.007072858,-0.578278707,-1,-0.989000862,-1,0,0,-1,-1,-1,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,1,0,0,-0.011138434,0,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-0.875798683,-0.619280122,0,1,1,1,0,-1,-1,-0.279462121,0.601631284,1,0.987486461,1,1,-1,-1,0,0.257323261,1,1,1,1,1,1,1,1,0,0,0.043266867,0,-1,-1,-1,0,0,1,1,1,1,0,0,0.023113366,-0.026054243,0,0,0,1,1,1,1,0.568192614,0,1,1,0.262967302,-0.012039035,0,0,0,0,1,1,1,1,1,1,1,1,-1
G110,-1,-1,0,1,1,1,0.902443125,1,1,0,0,0,0.020692952,0,0.390010389,1,1,1,0,0,0,0,0.014415576,0,-1,0,0,0.038975103,0.020208719,0,-0.028891788,0,-1,-1,0,0,-1,-1,-0.303256169,0,0,0,-0.140450591,-1,1,0,0,0.018051003,0,0,1,1,1,0.96358763,1,1,1,0,0,0,-1,-0.889268856,-1,-0.278214575,0.005416236,-1,0,1,1,1,0.992177354,1,0.086139088,0,0,0,-1,-1,-1,-1,-1,-1,0,1,0.564666546,0,1,1,0,-0.55111203,-1,-0.879983726,-0.882174784,-1,0.411810649,1,1,1,-1,-1,-1,-1,0,0.016792915,0,1,0.993558809,0.987742161,1,0,0,0,0,0,0,-0.031163225,0,0,0,0,0,1
G111,0,0.183638609,1,1,1,1,-1,-1,-1,0,1,1,0.978855736,1,0.989992805,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.795694892,0,1,1,-1,-1,-1,-1,-0.988689355,-1,0,1,0.979616645,1,0,0,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,1,1,1,1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,-1,1,1,1,0.992177354,1,1,1,1,1,1,1,0,0,-1,0.022405014,0,1,0.564666546,0,0,0,-1,-0.392835405,0,1,1,1,0.411309627,-0.021052571,0,0,0,0,0,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,1,0,0,-0.031163225,0,0,0,-1,0,0
G112,0,0.041558026,0,0,0,0,0,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.849739294,1,0,0,0,0.038975103,0.020208719,0,-0.193498598,-1,-1,-1,-1,0,1,1,1,1,1,1,0.979616645,1,-1,-1,-1,0.009357637,0,0,0,1,1,1,1,-0.129220912,0,0,0,0,-1,-0.889268856,-1,-0.278214575,0.005416236,-1,0,1,1,1,0.992177354,1,1,1,1,1,0,0,0,1,0,0.359137643,1,1,1,1,1,1,1,-0.096438232,0,-0.671485174,-1,-1,-1,-0.608472098,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-0.626465994,0,0,0,1,1,1,-0.396586809,-1,0,1,1,1,1
G113,1,0.953974135,1,1,1,1,-1,-1,-1,-1,-1,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,-1,0,0.849739294,1,1,0,0,0.716900788,0.877435877,1,1,1,1,1,0,0,-1,-1,-0.988689355,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-0.006436222,0,0,1,1,1,1,1,1,1,0.34242026,-0.006359127,0.012138659,0,0,0,0,0,0.007632463,-0.024317687,1,1,1,1,0,-1,1,1,1,0.95441315,1,0,0,0,0,0,-1,-0.392835405,0,-0.671485174,-1,-1,-1,-0.608472098,0,0,1,1,1,0,0,0.016792915,0,0,0,1,1,1,1,0,0,0,0,-0.562619322,-1,-1,-1,-1,1,1
G114,0,0.023430176,-1,0,0,0,-1,-1,-1,0,0,0,0.020692952,0,0.390010389,1,1,1,1,0,0,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,1,1,1,0,1,0,0,-0.011138434,0,1,0,0,0,0,0,0,-1,-1,-1,0,0,-0.006436222,0,-1,1,1,1,1,0,0,-0.069560371,0.635205528,1,0.987486461,1,0,-1,-1,-1,-1,-0.951830543,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,-0.154859568,0,-0.671485174,-1,-1,-1,-0.972849487,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,0,1,1,1,0.967259451,1,1,1,0,0,-1
G115,0,0.041558026,0,0,0,1,0.246551841,0,-1,-1,0,0,0.020692952,0,-1,-0.988780771,-1,-0.989000862,-1,1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-0.795694892,0,0,0,-1,-1,-1,-1,-0.303256169,0,-1,-1,-1,-1,0,1,1,0.254285514,0,0,-1,-1,-0.993509086,-1,0,1,1,0,0,0,0,-0.479121892,-0.742959569,-0.92259311,-1,0,1,0,0,0,0.257323261,1,1,1,1,1,1,0,0,-1,-1,0.022405014,0,0,0,0,-1,-1,-1,-0.812561326,-1,-0.954253362,-1,-1,-1,-0.608472098,0,0,0,0,0,1,1,0.982906977,1,0,0,0,-0.006724019,0,1,0,-1,-1,0,-0.031163225,0,0,0,1,0,-1
G116,1,0.953974135,1,0,-1,-1,-1,-1,-1,-1,-1,0,0.44115749,1,0.989992805,1,1,1,1,0,0,0,0.014415576,0,0,0,-1,-1,-1,-1,-0.969142937,-1,0,0,0,0,0,0,1,0,-1,0,0.010277832,-1,0,-0.508211624,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.767086215,-1,-1,-1,-1,0,-0.607535263,-1,-0.992213758,-1,0,0,0,0,0,0.007632463,-0.024317687,1,1,1,0,0,0,-1,0,0,0.359137643,1,1,1,1,1,1,0,-0.154859568,0,-0.043142869,0,-1,0.011965756,-0.013563527,1,1,1,1,1,1,1,0.982906977,1,1,1,1,1,1,0,0,0,0,0,-0.031163225,0,0,0,0,0,0
G117,-1,-1,-1,0,0,1,0.902443125,1,0,0,0,-1,-1,-1,-1,-0.417618262,0,-0.010775596,0,-1,-1,0,0.849739294,1,1,1,1,0.270978058,0.117199426,0,-0.028891788,0,0,0,1,1,0,0,-0.011138434,0,-1,-1,-1,0,-1,-1,-1,0.593752788,1,1,1,1,1,1,1,1,1,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,0,0,0.007553559,-0.045062024,0,0,-1,-1,-1,-1,0,0,0,0.359137643,1,0,0,0,0,0,-1,-0.392835405,0,-0.022287417,1,0,0.023113366,-0.026054243,0,0,0,0.802518798,1,1,1,0.982906977,1,0,0,0,-0.006724019,0,0,0,1,0.987659722,1,1,1,1,1,1,1,-1
G118,0,0.183638609,1,0,0,0,0.044439008,-1,-1,-1,-1,-1,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,1,1,1,0.984922847,1,1,1,1,0.958693492,0.978759425,1,-0.10747889,-1,-1,-1,0,0,-1,-1,-0.988689355,-1,0,0,0.019241721,0,1,1,1,0.981399239,1,1,1,1,1,1,0,-0.767086215,-1,0,0,1,1,-0.055763177,0.034306443,-0.007521303,0.012131637,0,0,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,1,-0.096438232,0,-0.043142869,0,0,0.579223104,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.993223971,-1,-1,0,0,0,0,-0.562619322,-1,-1,-1,-1,-1,0
G119,-1,-1,-1,0,0,0,0.083717291,0,0,0,0,0,0.020692952,0,-1,-0.417618262,0,-0.010775596,0,0,0,0,0.849739294,1,0,0,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,-1,-1,-1,0,-0.693455281,-1,-1,0,0.019241721,0,0,1,1,0.981399239,1,1,1,1,1,1,1,1,1,1,1,1,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-0.55111203,-1,-0.954253362,-1,-1,0.011890782,-0.026198839,0,1,1,0,1,1,1,0.982906977,1,1,0,0,-0.371720474,-1,-1,-1,0,0,0,-0.016025433,1,1,0,0,0,0
G120,0,0.041558026,0,0,0,0,0.083717291,0,0,1,1,1,0.978855736,1,0.989992805,1,-1,-0.989000862,-1,1,1,0,0.849739294,1,1,1,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,1,0,-1,-1,-0.988689355,-1,-1,-1,-1,-0.610180783,0,0,0,0.739875929,1,1,1,1,-0.00323339,0,0,-0.767086215,-1,-1,-1,0,0,1,0.963039849,1,0.802473191,0,-1,0,0,1,0.735877877,-0.029160127,0,0,0,0,1,0,1,1,1,0.95441315,1,1,0,0,0,0,-1,-0.812561326,-1,-0.315131682,0,-1,-1,-0.608472098,0,0,0,-1,-1,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,-1,-0.772770265,0,-0.050332902,-0.020293738,0,-1,0,0,0
G121,0,0.160900737,1,-1,-1,-1,-0.198602109,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,1,1,0,0.849739294,1,1,1,1,0.270978058,0.117199426,0,0.178426202,1,1,1,0,0,0,0,-0.011138434,0,0,-0.897350014,-1,-0.610180783,-1,-1,0,0.018051003,0,0,0,0,-0.0032511,1,1,-0.070553026,1,0,0,0,0,-0.069560371,0.635205528,1,0.802473191,0,1,0,0,-1,-1,-0.951830543,-1,-1,-1,-0.97937916,-1,0,1,1,1,0.95441315,1,1,0.564666546,0,-1,0,1,1,0,-0.043142869,0,0,0.019038465,-0.381488326,-1,-1,-1,0,0,0,1,0.568192614,0,0,0,0.717881747,1,1,1,1,-1,-0.987659722,-1,-0.553144343,-0.223022431,0,0,0,0,0
G122,-1,-1,0,0,0,0,-0.698838321,-1,-1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.849739294,1,1,1,1,0.270978058,0.117199426,0,-0.028891788,0,-1,-1,0,0,1,1,-0.002851853,1,-1,1,0.979616645,1,0,-1,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.129220912,0,0,0,-1,-1,-0.889268856,-1,-0.992213758,-1,-1,-1,0,1,1,0.992177354,1,0,0,0,0,0,-1,-1,0,0,0.023020099,-1,-1,-1,-1,-1,-1,0,0,0,-0.043142869,0,0,0.019038465,-0.381488326,-1,-1,-1,0,0,0,0,0.016792915,0,0,0,0,-0.371720474,-1,-1,-1,0,-1,0,-0.031163225,0,0,1,1,0,0
G123,-1,-1,0,1,1,1,0.902443125,1,1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,0,0,0.014415576,0,-1,-1,-1,-1,-1,-1,-0.969142937,-1,-1,-1,0,1,1,1,1,1,0,0,0.010277832,-1,-1,-1,-1,-1,-1,-1,-1,0,-0.006436222,0,1,-0.129220912,0,0,0,0,0,-0.096436132,0.033639888,-0.006844464,0.192599552,1,0,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,-1,0,0,0.043266867,0,-1,-1,-1,-1,-1,-1,-0.392835405,0,-0.043142869,0,0,0.023257436,-0.013487701,1,0,0,1,1,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,1,1,0,-0.031163225,0,0,0,0,0,0
G124,0,0.041558026,0,0,0,0,-1,-1,-1,0,0,1,0.978855736,1,0.606033166,-0.00777315,0,-0.222979048,-1,1,1,0,0.014415576,0,0,0,-1,0.020997607,0.012693082,0,-0.193498598,-1,-1,-1,0,0,0,0,-0.011138434,0,0,0,0.010277832,-1,-1,-1,1,0.981399239,1,1,1,1,1,1,1,-0.070553026,1,1,1,1,1,-0.055763177,0.034306443,-0.007521303,0.012131637,0,1,0,0,0,0.007539966,-0.048635856,-0.004189448,0,0,0,-1,-1,0,0,0,0.043266867,0,0,0,0,-1,-1,0,1,0,-0.043142869,0,0,0.023113366,-0.026054243,0,0,1,1,1,1,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,0,0,0,-0.031163225,0,0,0,1,1,1
G125,0,0.041558026,0,-1,-1,-1,0.500236212,1,1,1,1,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,1,0.144537843,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,-1,-1,-1,-1,0,0,-0.011138434,0,0,0,0.150511157,1,0,0,0,0.018051003,0,0,-1,-1,-0.68100961,0,1,-0.129220912,0,-1,-1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,1,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,0,0,0,0.359137643,1,1,1,0,0,-1,0,1,1,0.294121443,0,0,0.022908279,-0.043943009,-0.01920006,0,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,-0.031163225,0,0,-1,-1,0,0
G126,0,-1,-1,-1,-1,-1,0.026314596,-1,0,0,1,1,0.55340286,0,0.009844063,-0.011033869,0,-0.010775596,0,0,1,1,0.984922847,1,0,0,1,0.958693492,0.978759425,1,1,1,1,1,1,-1,-1,-1,-0.988689355,-1,0,1,0.841815015,0,1,0,0,0.739875929,1,1,1,1,1,0,0,1,1,1,1,1,0,-0.096436646,0.033628372,-0.007545953,0.006263062,-1,-1,0,1,1,0.992177354,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,1,1,1,-0.096438232,0,-0.043142869,0,-1,-1,-0.608472098,0,0,0,0,0,0,0,0.016792915,0,0,0,0,-0.371720474,-1,-1,-1,0,0,0,1,1,0,0,1,1,0
G127,0,0.041558026,0,0,0,0,0.083717291,0,0,0,0,0,0.44115749,1,0.989992805,1,1,1,1,0,0,1,0.984922847,1,1,1,0,0.038975103,0.020208719,0,-0.193498598,-1,-1,-1,-1,0,0,0,1,1,1,-1,-0.979406766,-1,0,-1,-1,-1,-1,-1,0,0,-0.011523583,0.248335986,1,1,1,0,0,0,0,-0.096955774,0.022008617,-0.715397762,-1,-1,-1,-1,0,1,0.992177354,1,1,1,1,0,0,0,0,-1,0,0.043266867,0,0,0,1,0,0,1,1,1,-0.02315655,0,0,0.023113366,-0.026054243,0,0,0,0,0,1,1,0.745319083,0.419804228,0,0,0,-0.006724019,0,0,0,-1,-0.987659722,-1,-0.96778679,-1,-1,-1,0,0,1
G128,0,0.041558026,0,0,0,0,0,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,1,1,-0.271645455,-1,-1,-1,-1,-1,-1,-1,-1,-0.674906504,1,1,0.945539136,1,1,0,0,-0.011138434,0,0,0,0,0,0,1,1,0.981399239,1,1,1,1,1,0.96358763,1,-0.129220912,0,-1,-1,0,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,1,1,1,0.975786046,0.934528934,1,1,1,1,1,1,0,0,0,0.043266867,0,0,0,1,1,1,0,-0.154859568,0,0,0,1,0.407656247,-0.045187145,-0.025771353,-0.011443966,0,1,0,0,0,0.036595694,0.020612684,0,0,0,-0.371720474,-1,-1,-1,0,0,0,-0.050332902,-0.020293738,0,0,0,1,1
G129,1,0.799809169,0,0,0,0,0.698838321,1,1,1,0,0,0.01059496,-1,-1,-0.988780771,-1,-0.989000862,-1,0,0,-0.562616086,-1,0,0,0,-1,-1,-1,-1,-0.795694892,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0.981399239,1,1,0,0,-0.020948042,-0.014812429,0,-0.129220912,0,0,0,0,0,1,0.34242026,-0.006359127,0.012138659,0,0,0,0,1,0.992177354,1,-1,-1,0,0,0,1,-1,-0.978458192,-1,0.022405014,0,0,0,0,0,0,0,-0.154859568,0,0,0,0,0.023113366,-0.026054243,0,0,0,-1,-1,-0.321142344,0,0.242019649,0.541738432,1,1,1,1,1,1,0,0,0,0,-0.050332902,-0.020293738,0,-1,0,0,0
G130,0,0.183638609,1,1,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,-0.838257858,-0.806524504,-1,-1,-1,-1,0,0.038975103,0.020208719,0,-0.193498598,-1,-1,-1,0,1,1,1,-0.005673408,0,0,-1,-1,-1,1,0,-1,-1,0,0,0,0,-0.114998696,-0.337800304,-1,-0.129220912,0,0,0,0,1,1,0.963039849,1,0.987486461,1,1,0,0,0,0.007553559,-0.045062024,0,0,0,0,-1,-1,0,1,1,0.95441315,1,1,1,1,1,1,0,-0.55111203,-1,-0.294121443,0,1,0.411309627,-0.021052571,0,0,-1,0,1,0,0,0.036595694,0.020612684,0,0,0,-0.006724019,0,0,0,0,-0.214889457,-1,-0.428978135,0,1,1,0,0,0
G131,1,0.799809169,0,0,0,0,-0.698838321,-1,-1,0,0,0,0.020692952,0,0.007072858,-0.578278707,-1,-0.773403595,0,1,0,0.016434625,0.029211083,0,0,1,1,0.958693492,0.978759425,1,1,-1,-1,-1,0,1,1,1,-0.002851853,1,0,0,0.010277832,-1,-1,1,0.400233095,0.118165373,0,0,1,1,1,0.96358763,1,-0.129220912,0,1,1,1,1,-0.461367257,-1,-0.992213758,-1,-1,0,-1,-1,-1,-1,-0.678270605,0,1,0,0,0,0,0,0,0,0.043266867,0,0,0,0,-1,-1,0,-0.55111203,-1,-0.294121443,0,-1,-1,-0.972849487,-1,-1,-1,-1,-1,-1,-1,0.018758372,0.010565735,0,0,-1,-0.626465994,0,0,0,-1,0,0,-0.031163225,0,0,0,0,0,0
G132,0,0.183638609,1,0.939980822,1,1,0.198602109,0,0,-1,-1,-1,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,0,0.247519234,1,0.984922847,1,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,0,0,0,-0.011138434,0,0,1,0.979616645,1,0,0,-0.580318701,-1,-1,-1,-1,-1,-0.977181565,-0.94745264,-1,-0.129220912,0,0,0,1,1,1,0.963039849,1,0.987486461,1,0,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,-1,1,1,1,0.95441315,1,1,1,1,1,1,0,-0.55111203,-1,-0.315131682,0,-1,0.011784072,-0.044182381,-0.019304649,0,1,0,0,-0.614983481,-1,-1,-0.968674174,-1,-1,-1,-0.993223971,-1,-1,-1,-1,-1,-1,-0.946872377,-0.960993954,-1,-0.622428023,0,0,-1
G133,1,0.953974135,1,0.233724887,0.028459591,0,-0.698838321,-1,-1,-1,0,0,0.020692952,0,0.390010389,1,1,1,1,1,1,1,0.984922847,1,1,1,1,0.270978058,0.117199426,0,-0.028891788,0,0,0,-1,-1,-1,-1,-0.988689355,-1,0,0,0.019241721,0,-0.380602407,-1,-0.318037364,0.023473577,0,-1,0,1,0.97691822,0.947266427,1,-0.129220912,0,0,0,0,0,-0.096436646,0.033628372,-0.007545953,0.006263062,-1,-1,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,0,0,0,0.043266867,0,1,1,1,0,0,1,0.308068135,0,0,0,0.029144295,0.05029075,-0.054852839,-0.031283939,-0.013891872,0,0,1,0.321142344,0,0.036595694,0.020612684,0,0,0,-0.006724019,0,0,0,1,1,1,-0.026366028,-0.010630527,0,0.306832637,1,1,1
G134,1,0.953974135,1,1,1,1,0.246551841,0,0,0,0,0,0.44115749,1,0.989992805,1,1,1,1,0,0,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,-1,-1,-1,-1,-1,-1,-1,-0.988689355,-1,1,-1,-1,-1,0,0,0,0.739875929,1,1,1,1,-0.00323339,0,0,-0.129220912,0,-1,-1,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,1,0,0,0,0.007553559,-0.045062024,0,0,1,1,0,0,-1,0,0,0.359137643,1,1,1,1,1,1,0,1,0,-0.106316623,-0.067511353,0,0.023257436,-0.013487701,1,1,1,0,0,-1,-1,-1,0,0,0,0,-0.006724019,0,0,1,-1,-1,-1,-0.96778679,-1,-1,-1,0,0,0
G135,-1,-0.952889996,-1,-0.213036344,0,0,0.720889611,1,1,0,0,0,0.020692952,0,0.007072858,-0.578278707,-1,-0.989000862,-1,-1,0,1,0.984922847,1,1,0,-1,-1,-1,-1,-0.969142937,-1,-1,-1,1,1,1,1,-0.005673408,0,0,0,0.150511157,1,0,0,0,0.018051003,0,-1,-1,-1,-0.993509086,-1,-1,-0.767086215,-1,-1,-1,-1,0,-0.096436132,0.033639888,-0.006844464,0.192599552,1,1,-1,-1,0,0.007553559,-0.045062024,0,0,0,0,0,0,1,1,1,0.95441315,1,1,1,1,0,0,-1,-0.308068135,0,-0.418088587,-0.588870078,-1,0.011890782,-0.026198839,0,0,0,-1,-1,-0.321142344,0,0.016792915,0,1,1,0.989491652,1,1,1,1,1,1,0,-0.115671079,-0.089463178,-0.073936347,-0.050895404,-0.01588928,0,0
G136,1,0.953974135,1,1,1,1,0.142780018,-1,-1,-1,-1,-1,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.969142937,-1,-1,-1,0,0,-1,0,-0.011138434,0,1,1,0.841815015,0,1,1,1,0.254285514,0,0,0,0,-0.006436222,0,1,-0.767086215,-1,0,0,1,1,1,0.34242026,-0.006359127,0.012138659,0,0,0,0,0,0.007553559,-0.045062024,0,0,0,0,0,0,0,0,0,0.023020099,-1,0,0,-1,-1,-1,0,1,-1,-0.954253362,-1,0,0.023113366,-0.026054243,0,0,1,1,1,1,0,0.008564718,-1,-1,-1,-1,-0.993223971,-1,0,0,-1,-1,-1,-0.96778679,-1,-1,-1,0,0,1
G137,0,0.040757373,-0.404541065,-1,-1,-1,-1,0,0,0,0,0,0.01059496,-1,-1,-0.417618262,0,-0.010775596,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.841685783,-0.256974629,0,0,0,0,-0.915158729,-1,-0.988689355,-1,0,1,0.979616645,1,0,0,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.767086215,-1,-1,-1,-1,0,-0.607535263,-1,-0.277621698,0.010499693,0,1,1,1,0.398199927,0.338725532,-0.059805993,-1,-1,-1,-1,-1,-1,1,1,1,0.628187495,0,0,-1,-1,-1,-1,0.422316604,1,1,1,1,1,0.9759902,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,0,0,-1,0,-0.016025433,1,1,1,1,1,0.555437049
G138,1,0.953974135,1,0,0,0,-1,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,-1,-1,0.00758609,0,0,0,0,0.038975103,0.020208719,0,-0.193498598,-1,0,0,0,0,0,0,-0.693455281,-1,0,1,0.979616645,1,1,0,0,0.018051003,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,1,-0.461367257,-1,-0.992213758,-1,-1,-1,1,1,1,0.992177354,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-0.02315655,0,0,0.023257436,-0.013487701,1,1,1,0,1,1,1,0.568192614,0,0,0,0,-0.006724019,0,0,0,1,1,0,-0.562619322,-1,-1,0,0,0,1
